,source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,Tissue,source_ct,source_state,target_ct,target_state,ligand_mean,ligand_pct,receptor_mean,receptor_pct,rank_within_tissue,percentile,gene_name,cell_type,logFC,FDR,l_sasp_group,target_ct_cat,source_ct_cat
16153,Goblet cell_Sc,Crypt stem cell_NSc,SEMA6A,PLXNA2,0.7563814,0.0,0.49735513,0.3771755162801736,0.38076153192260265,0.020284869,0.86713445,0.00013668420114202893,0.01199109385388368,Ileum,Goblet cells,Sc,Crypt stem cells,NSc,1.0297998,0.6496124031007643,0.48296294,0.37759153065727136,7622.0,0.15674741907621437,SEMA6A,Goblet cell,0.3201685053790365,7.070999253206136e-05,Growth / angiogenesis / development,Epithelial,Epithelial
16154,Plasma cell_Sc,Paneth cell_NSc,MDK,NCL,0.7561195,0.331,0.46468207,0.005138869774096538,-0.10174520820696153,0.006055664,0.86317104,0.002008703140278393,0.012007450751198273,Ileum,Plasma cells,Sc,Paneth cells,NSc,0.42895806,0.2654028436018956,1.0832809,0.69219512195122,7630.0,0.15691194011434212,MDK,Plasma cell,1.258157609829624,0.0016821797576269,Growth / angiogenesis / development,Epithelial,Immune
16157,Goblet cell_Sc,Crypt stem cell_NSc,CNTN4,PTPRG,0.75505173,0.0,0.5275649,0.32861255802020156,0.3880658192045102,0.011317127,0.8704947,0.0005869544722087553,0.01210816769536728,Ileum,Goblet cells,Sc,Crypt stem cells,NSc,0.54880375,0.3648578811369535,0.9612997,0.6082928981032363,7662.0,0.1575803068317361,CNTN4,Goblet cell,0.4358555008590671,0.0007114226174693,Growth / angiogenesis / development,Epithelial,Epithelial
16159,Paneth cell_Sc,Endothelial cell_NSc,THBS1,CD36,0.9110012,0.0,0.3367574,2.7922279470036755,1.5218763438196379,0.07806362,0.84302175,3.5720088119718455e-05,0.012162206285031328,Ileum,Paneth cells,Sc,Endothelial cells,NSc,0.20874356,0.23314606741573074,1.6132588,0.6773333333333349,7681.0,0.1579710442972895,THBS1,Paneth cell,0.5554843425887647,0.0497141199340025,ECM and remodeling,Endothelial,Epithelial
16161,Goblet cell_Sc,Paneth cell_NSc,GUCA2B,GUCY2C,0.75427765,0.0,0.56728256,0.6840378345769585,0.7566451904994833,0.040980797,0.87453145,3.5720088119718455e-05,0.012183385488768829,Ileum,Goblet cells,Sc,Paneth cells,NSc,0.7136306,0.4175710594315276,0.7949247,0.5785365853658541,7691.0,0.15816641303006623,GUCA2B,Goblet cell,2.375394650945197,7.905995988853507e-20,Growth / angiogenesis / development,Epithelial,Epithelial
16162,Plasma cell_Sc,Crypt stem cell_NSc,PRSS3,PARD3,0.75354105,0.0,0.4129257,0.050971919305536253,0.0015903253409413898,0.006983947,0.856047,0.0016072507346733033,0.012230510863963252,Ileum,Plasma cells,Sc,Crypt stem cells,NSc,0.35996965,0.20853080568720356,1.1471125,0.6762240846934349,7709.0,0.15853658536585366,PRSS3,Plasma cell,3.3714299218979797,1.1482687401477515e-06,ECM and remodeling,Epithelial,Immune
16163,Plasma cell_Sc,gdT_NSc,APOB,ENO1,0.7529359,0.0,0.56689745,0.28395969056214326,0.5888920154274235,0.009188912,0.8744942,0.0008769152917766941,0.012258830047696382,Ileum,Plasma cells,Sc,γδ T cells,NSc,0.7568168,0.32701421800947916,0.749055,0.3810444874274646,7720.0,0.15875251922839634,APOB,Plasma cell,3.90001271444507,9.74624215577187e-07,ECM and remodeling,Immune,Immune
16164,Goblet cell_Sc,B cell_NSc,APOB,ENO1,0.75273156,0.0,0.5175154,0.29401873922231064,0.47251405869895236,0.008460894,0.86940676,0.0010059204435988358,0.012273000388896133,Ileum,Goblet cells,Sc,B cells,NSc,0.974293,0.47751937984496484,0.5311702,0.2856250000000009,7726.0,0.15887591000699214,APOB,Goblet cell,2.927064206605961,4.910486217562161e-19,ECM and remodeling,Immune,Epithelial
16165,Goblet cell_Sc,Crypt stem cell_NSc,APOC3,LDLR,0.75266874,0.0,0.5431511,0.3822903770234814,0.5278133739159024,0.018693436,0.87212706,0.0001735814354849295,0.012282452515198966,Ileum,Goblet cells,Sc,Crypt stem cells,NSc,0.9055059,0.4552971576227424,0.59983164,0.41354212615793745,7729.0,0.15894788796117304,APOC3,Goblet cell,2.7820307614210504,8.928369081623895e-15,ECM and remodeling,Epithelial,Epithelial
16166,Goblet cell_Sc,Crypt stem cell_NSc,VEGFA,EPHB2,0.751656,0.0,0.44049215,0.848701027819557,1.0047044434770878,0.06933691,0.8599832,3.5720088119718455e-05,0.012362934962732766,Ileum,Goblet cells,Sc,Crypt stem cells,NSc,0.3988181,0.32299741602067406,1.1044939,0.661667401852678,7762.0,0.15962653724345,VEGFA,Goblet cell,0.4344136270267127,0.0002347879704429,Growth / angiogenesis / development,Epithelial,Epithelial
16167,Plasma cell_Sc,Paneth cell_NSc,MDK,TSPAN1,0.7513215,0.0,0.4605658,0.276262853852546,0.2628361386052829,0.017187616,0.86264473,0.00032167185170055637,0.012391402902096846,Ileum,Plasma cells,Sc,Paneth cells,NSc,0.42895806,0.2654028436018956,1.0736849,0.6687804878048785,7776.0,0.15991444906017357,MDK,Plasma cell,1.258157609829624,0.0016821797576269,Growth / angiogenesis / development,Epithelial,Immune
16169,Plasma cell_Sc,Endothelial cell_NSc,APOA1,LDLR,0.7494017,0.0,0.43904594,0.10177792427439926,0.2163973181671568,0.0072851446,0.8597851,0.0012769950367453918,0.01250558844557887,Ileum,Plasma cells,Sc,Endothelial cells,NSc,1.099483,0.48815165876777467,0.39932033,0.2453333333333338,7828.0,0.16097355324312096,APOA1,Plasma cell,3.6955134787593935,1.0944851211562876e-05,ECM and remodeling,Endothelial,Immune
16170,Goblet cell_Sc,Goblet cell_NSc,LAMB3,CD151,0.7493382,0.0,0.56128025,0.538132408990207,0.7354257663112083,0.026111612,0.87394667,5.9692042786657196e-05,0.012507973441929353,Ileum,Goblet cells,Sc,Goblet cells,NSc,0.764422,0.5291989664082697,0.7342544,0.43495988425622584,7829.0,0.1610044009377699,LAMB3,Goblet cell,0.6968499791291215,1.3549745906881288e-11,ECM and remodeling,Epithelial,Epithelial
16171,Goblet cell_Sc,Goblet cell_NSc,TNFSF10,RIPK1,0.7492945,0.0,0.5511629,0.3459698141138428,0.4659763825398666,0.013925124,0.8729413,0.00037171107614963385,0.012512741661924327,Ileum,Goblet cells,Sc,Goblet cells,NSc,0.8506815,0.5839793281653702,0.6479075,0.3824805997632609,7830.0,0.16102496606753589,TNFSF10,Goblet cell,0.3661973906471273,1.0863150503470352e-05,Pro-inflammatory SASP,Epithelial,Epithelial
16172,Goblet cell_Sc,Crypt stem cell_NSc,APOB,LSR,0.749275,0.0,0.51078,0.46938530569081116,0.6377416022468179,0.020693747,0.8686613,0.00012805770468809685,0.012517510766356515,Ileum,Goblet cells,Sc,Crypt stem cells,NSc,0.974293,0.47751937984496484,0.52425706,0.40935156594620337,7831.0,0.16104553119730186,APOB,Goblet cell,2.927064206605961,4.910486217562161e-19,ECM and remodeling,Epithelial,Epithelial
16173,Plasma cell_Sc,Fibroblast_NSc,MDK,NCL,0.74835616,0.497,0.4580218,-0.0029893354686995367,-0.01713827658946654,0.005968868,0.86231625,0.0020828988924042956,0.012558094845775577,Ileum,Plasma cells,Sc,Fibroblasts,NSc,0.42895806,0.2654028436018956,1.0677543,0.5706422018348603,7852.0,0.1614773989223872,MDK,Plasma cell,1.258157609829624,0.0016821797576269,Growth / angiogenesis / development,Mesenchymal & Stromal,Immune
16175,Goblet cell_Sc,Goblet cell_NSc,MDK,NCL,0.7463773,0.577,0.53553313,0.05874459309457855,-0.10038361444243504,0.006783848,0.87133735,0.0018223132741071585,0.012699433688765522,Ileum,Goblet cells,Sc,Goblet cells,NSc,0.89316267,0.579844961240306,0.5995919,0.3592003156648779,7897.0,0.1624028297618558,MDK,Goblet cell,0.4673725748878429,0.0001451614807039,Growth / angiogenesis / development,Epithelial,Epithelial
16176,Goblet cell_Sc,Crypt stem cell_NSc,LAMB3,CD44,0.74534345,0.0,0.5551729,0.3694671848524214,0.26942571590023867,0.020945556,0.8733428,0.00014543866779430186,0.012759555672533273,Ileum,Goblet cells,Sc,Crypt stem cells,NSc,0.764422,0.5291989664082697,0.72626495,0.4949272165858257,7918.0,0.16282441492205815,LAMB3,Goblet cell,0.6968499791291215,1.3549745906881288e-11,ECM and remodeling,Epithelial,Epithelial
16177,Goblet cell_Sc,Crypt stem cell_NSc,LAMA3,CD44,0.74345267,0.0,0.55242646,0.2477908484646193,0.14480084320236875,0.013895937,0.8730683,0.0004095730751636998,0.012892308778840737,Ileum,Goblet cells,Sc,Crypt stem cells,NSc,0.7606404,0.4806201550387633,0.72626495,0.4949272165858257,7955.0,0.16359560728828199,LAMA3,Goblet cell,1.1234359372052078,1.037918392606846e-11,ECM and remodeling,Epithelial,Epithelial
16178,Goblet cell_Sc,Endothelial cell_NSc,LAMB3,CD151,0.7423615,0.0,0.5506139,0.5285438951252841,0.5454515868929495,0.0256154,0.87288606,6.357927015691192e-05,0.012969855266795269,Ileum,Goblet cells,Sc,Endothelial cells,NSc,0.764422,0.5291989664082697,0.720301,0.4639999999999992,7983.0,0.16417143092172912,LAMB3,Goblet cell,0.6968499791291215,1.3549745906881288e-11,ECM and remodeling,Endothelial,Epithelial
16179,Plasma cell_Sc,Paneth cell_NSc,APOA1,LRP1,0.7422138,0.0,0.42324004,0.41588138084586745,0.5905675765789659,0.011543654,0.85756046,0.0005626851936767709,0.012979564792148304,Ileum,Plasma cells,Sc,Paneth cells,NSc,1.099483,0.48815165876777467,0.3849446,0.31902439024390267,7986.0,0.16423312631102702,APOA1,Plasma cell,3.6955134787593935,1.0944851211562876e-05,ECM and remodeling,Epithelial,Immune
16180,Goblet cell_Sc,Paneth cell_NSc,SEMA6A,PLXNA2,0.741081,0.0,0.46584246,0.35497107004404505,0.31653888169508504,0.018999608,0.8633182,0.00016498153855350607,0.013069541071908237,Ileum,Goblet cells,Sc,Paneth cells,NSc,1.0297998,0.6496124031007643,0.45236215,0.367317073170732,8016.0,0.1648500802040061,SEMA6A,Goblet cell,0.3201685053790365,7.070999253206136e-05,Growth / angiogenesis / development,Epithelial,Epithelial
16181,B cell_Sc,Goblet cell_NSc,CD55,ADGRE5,0.80166614,0.0,0.3224852,0.018988264102270586,-0.10707418463356416,0.005784992,0.840135,0.001892712242589327,0.013189165473116096,Ileum,B cells,Sc,Goblet cells,NSc,1.3675137,0.6530612244898014,0.23581864,0.14954623175062695,8055.0,0.16564183769999588,CD55,B cell,0.3450357846637269,0.0008767204204155,Immune interface,Epithelial,Immune
16184,Goblet cell_Sc,Paneth cell_NSc,MDK,SORL1,0.73631644,0.0,0.5175612,0.3663976566737889,0.3217852181786204,0.02541521,0.8694118,0.0001489944445362352,0.013395468690044356,Ileum,Goblet cells,Sc,Paneth cells,NSc,0.89316267,0.579844961240306,0.5794703,0.4487804878048784,8138.0,0.16735902603545427,MDK,Goblet cell,0.4673725748878429,0.0001451614807039,Growth / angiogenesis / development,Epithelial,Epithelial
16185,Goblet cell_Sc,Endothelial cell_NSc,ANGPTL4,CDH5,0.73615587,0.0,0.3637366,3.516027293457411,1.3113022392188347,0.09271345,0.84805405,3.5720088119718455e-05,0.013410263480477143,Ileum,Goblet cells,Sc,Endothelial cells,NSc,0.31403166,0.23927648578811517,1.15828,0.6640000000000014,8144.0,0.16749269937893307,ANGPTL4,Goblet cell,1.7753685646895834,8.191365700030891e-14,Growth / angiogenesis / development,Endothelial,Epithelial
16186,Goblet cell_Sc,Fibroblast_NSc,PRSS3,F2R,0.73525214,0.0,0.5292264,1.1397431791975092,0.8884438699099525,0.044349704,0.87067187,3.5720088119718455e-05,0.013486833071504153,Ileum,Goblet cells,Sc,Fibroblasts,NSc,0.8418791,0.5116279069767469,0.62862515,0.3614678899082569,8174.0,0.16809937070702916,PRSS3,Goblet cell,1.0596726889003767,6.841125896687774e-15,ECM and remodeling,Mesenchymal & Stromal,Epithelial
16187,Paneth cell_Sc,Crypt stem cell_NSc,NECTIN3,NECTIN2,0.7347189,0.0,0.53127396,0.6338833641843211,0.5776482503311304,0.029200822,0.8708891,3.988050034345307e-05,0.013528915184097386,Ileum,Paneth cells,Sc,Crypt stem cells,NSc,0.8271199,0.6769662921348294,0.64231795,0.4620644022938058,8187.0,0.16836671739398676,NECTIN3,Paneth cell,0.3137651319254118,0.007762960479959,Immune interface,Epithelial,Epithelial
16189,Paneth cell_Sc,Fibroblast_NSc,NECTIN3,CADM1,0.7336434,0.0,0.5294948,1.2001618271890053,0.9901691706301927,0.0599089,0.8707004,3.5720088119718455e-05,0.01362569010147781,Ileum,Paneth cells,Sc,Fibroblasts,NSc,0.8271199,0.6769662921348294,0.64016694,0.3559633027522936,8214.0,0.1689322584625509,NECTIN3,Paneth cell,0.3137651319254118,0.007762960479959,Immune interface,Mesenchymal & Stromal,Epithelial
16193,Plasma cell_Sc,Endothelial cell_NSc,CDH1,IGF1R,0.7302069,0.001,0.44532263,0.14161833547945277,0.10526039828035949,0.010899102,0.86063856,0.0009163457389983219,0.013915521337106785,Ileum,Plasma cells,Sc,Endothelial cells,NSc,0.4337621,0.25118483412322246,1.0266517,0.6000000000000004,8322.0,0.17114300991239254,CDH1,Plasma cell,1.524085390702817,1.6077468174557867e-06,Immune interface,Endothelial,Immune
16195,Plasma cell_Sc,Paneth cell_NSc,GUCA2A,GUCY2C,0.7287631,0.0,0.5267183,0.310748231308819,0.4090047727305586,0.018175231,0.8704042,0.00024099049027933632,0.014048930790097437,Ileum,Plasma cells,Sc,Paneth cells,NSc,0.66260153,0.2985781990521329,0.7949247,0.5785365853658541,8369.0,0.17210957101139307,GUCA2A,Plasma cell,3.406057320971094,3.178643812523269e-06,Growth / angiogenesis / development,Epithelial,Immune
16196,Paneth cell_Sc,Crypt stem cell_NSc,THBS1,ITGA6,0.85186887,0.0,0.3120704,0.5009011669129926,0.5162745557990942,0.021226672,0.8379181,0.00011852863416435322,0.014086801085565558,Ileum,Paneth cells,Sc,Crypt stem cells,NSc,0.20874356,0.23314606741573074,1.4949942,0.7869430966034339,8378.0,0.1722946571792868,THBS1,Paneth cell,0.5554843425887647,0.0497141199340025,ECM and remodeling,Epithelial,Epithelial
16199,Plasma cell_Sc,gdT_NSc,APOA1,LDLR,0.7275809,0.001,0.39106283,0.07549495930631504,0.21865336123496149,0.006488955,0.85266256,0.001491635516469462,0.014142433418297119,Ileum,Plasma cells,Sc,γδ T cells,NSc,1.099483,0.48815165876777467,0.35567883,0.18568665377175986,8398.0,0.17270595977460618,APOA1,Plasma cell,3.6955134787593935,1.0944851211562876e-05,ECM and remodeling,Immune,Immune
16200,Plasma cell_Sc,gdT_NSc,APOA1,ABCA1,0.72739655,0.0,0.39065742,0.5317523481604389,0.788511391108029,0.016962225,0.8525974,0.00022744313016133033,0.014160156716311736,Ileum,Plasma cells,Sc,γδ T cells,NSc,1.099483,0.48815165876777467,0.3553101,0.17794970986460323,8402.0,0.17278822029367005,APOA1,Plasma cell,3.6955134787593935,1.0944851211562876e-05,ECM and remodeling,Immune,Immune
16201,Goblet cell_Sc,B cell_NSc,TNFSF10,CCR6,0.7253587,0.0,0.51043946,0.6224062617145961,0.8872376791235393,0.057314012,0.86862326,3.5720088119718455e-05,0.014320151508496106,Ileum,Goblet cells,Sc,B cells,NSc,0.8506815,0.5839793281653702,0.6000359,0.3206250000000064,8456.0,0.17389873730103236,TNFSF10,Goblet cell,0.3661973906471273,1.0863150503470352e-05,Pro-inflammatory SASP,Immune,Epithelial
16206,Goblet cell_Sc,Goblet cell_NSc,GUCA2B,GUCY2C,0.72145385,0.0,0.52043444,0.6389642744029123,0.9189530973858705,0.037596464,0.86972576,3.5720088119718455e-05,0.01464275932981263,Ileum,Goblet cells,Sc,Goblet cells,NSc,0.7136306,0.4175710594315276,0.7292771,0.43048796527687544,8563.0,0.17609920618599104,GUCA2B,Goblet cell,2.375394650945197,7.905995988853507e-20,Growth / angiogenesis / development,Epithelial,Epithelial
16208,Goblet cell_Sc,Paneth cell_NSc,LAMB3,CD151,0.7194476,0.0,0.51558214,0.49705481494290116,0.49066825640982015,0.023985669,0.86919415,7.958602531811855e-05,0.014800194287135693,Ileum,Goblet cells,Sc,Paneth cells,NSc,0.764422,0.5291989664082697,0.67447317,0.514146341463415,8612.0,0.17709661497964052,LAMB3,Goblet cell,0.6968499791291215,1.3549745906881288e-11,ECM and remodeling,Epithelial,Epithelial
16209,Goblet cell_Sc,Paneth cell_NSc,FAM3B,LRP5,0.7191732,0.0,0.45238507,0.30797248119927567,0.225363930520927,0.027594598,0.8615795,0.00024711160179912887,0.01483126272602249,Ileum,Goblet cells,Sc,Paneth cells,NSc,0.9737808,0.6542635658914615,0.4645656,0.38634146341463443,8621.0,0.17729198371241722,FAM3B,Goblet cell,0.1702841932387072,0.0205104216579838,Growth / angiogenesis / development,Epithelial,Epithelial
16210,Goblet cell_Sc,Goblet cell_NSc,CD55,ADGRE5,0.7577803,0.12,0.30178702,-0.02266169195040177,-0.19216426771430856,0.0053372458,0.8356299,0.00231785441305678,0.014927251483794566,Ileum,Goblet cells,Sc,Goblet cells,NSc,1.279742,0.6780361757105806,0.23581864,0.14954623175062695,8650.0,0.1778986550405133,CD55,Goblet cell,0.4744294473417694,9.369100751192118e-07,Immune interface,Epithelial,Epithelial
16212,Goblet cell_Sc,Paneth cell_NSc,CNTN4,PTPRG,0.7155504,0.0,0.484208,0.27937012858547017,0.22621703681899252,0.010387051,0.8655836,0.0006974355551413743,0.015093998239541103,Ileum,Goblet cells,Sc,Paneth cells,NSc,0.54880375,0.3648578811369535,0.88229716,0.605365853658537,8715.0,0.1792251059104183,CNTN4,Goblet cell,0.4358555008590671,0.0007114226174693,Growth / angiogenesis / development,Epithelial,Epithelial
16213,Paneth cell_Sc,gdT_NSc,PLA2G2A,ITGA4,0.71444136,0.0,0.40423572,0.6052425756269488,0.6432976055718422,0.05157915,0.8547315,3.5720088119718455e-05,0.015180328976056808,Ileum,Paneth cells,Sc,γδ T cells,NSc,0.38857213,0.32303370786516916,1.0403106,0.4912959381044465,8743.0,0.1798112121087484,PLA2G2A,Paneth cell,0.9189967051007256,0.0001705486037597,ECM and remodeling,Immune,Epithelial
16214,Goblet cell_Sc,Plasma cell_NSc,MDK,SDC1,0.7142329,0.0,0.47811288,0.6183310989615958,0.8090075509220737,0.036281332,0.864845,3.5720088119718455e-05,0.015209156295402506,Ileum,Goblet cells,Sc,Plasma cells,NSc,0.89316267,0.579844961240306,0.53530324,0.2802152317880755,8753.0,0.1800065808415251,MDK,Goblet cell,0.4673725748878429,0.0001451614807039,Growth / angiogenesis / development,Immune,Epithelial
16217,Paneth cell_Sc,Paneth cell_NSc,AREG,ERBB3,0.7117478,0.0,0.48939747,0.27725919287180617,0.14259321074970965,0.03034726,0.86620253,0.0003849137580762779,0.015390603773032,Ileum,Paneth cells,Sc,Paneth cells,NSc,0.5806467,0.43258426966292224,0.84284896,0.6068292682926834,8808.0,0.18113766297865339,AREG,Paneth cell,0.3693577247098017,0.0068998392139185,Growth / angiogenesis / development,Epithelial,Epithelial
16221,Plasma cell_Sc,gdT_NSc,LGALS3,LAG3,0.7106243,0.492,0.3596625,0.8187364277263125,0.31464571330923474,0.032189183,0.8473269,0.0017387908636904755,0.015496265969499547,Ileum,Plasma cells,Sc,γδ T cells,NSc,1.0918386,0.5379146919431297,0.32940996,0.16441005802707914,8842.0,0.18183687739069634,LGALS3,Plasma cell,2.0373016787062195,1.0599066732716195e-06,Pro-inflammatory SASP,Immune,Immune
16223,Goblet cell_Sc,Fibroblast_NSc,APOB,ENO1,0.7077324,0.0,0.42983058,0.2415650134816438,0.33573093488205985,0.00702733,0.85850155,0.0013392666645726844,0.015724631696486448,Ileum,Goblet cells,Sc,Fibroblasts,NSc,0.974293,0.47751937984496484,0.4411718,0.26605504587155965,8913.0,0.18328671903919713,APOB,Goblet cell,2.927064206605961,4.910486217562161e-19,ECM and remodeling,Mesenchymal & Stromal,Epithelial
16224,Plasma cell_Sc,gdT_NSc,HHLA2,TMIGD2,0.70743287,0.0,0.40556404,2.4743263061186176,1.2930975277018932,0.052590545,0.854935,3.5720088119718455e-05,0.015753958310637958,Ileum,Plasma cells,Sc,γδ T cells,NSc,0.399379,0.22037914691943103,1.0154867,0.5048355899419708,8925.0,0.18354378316127173,HHLA2,Plasma cell,3.5617304592206107,1.3123230828400288e-06,Immune interface,Immune,Immune
16227,Goblet cell_Sc,Goblet cell_NSc,LAMC2,CD151,0.70649004,0.0,0.49835727,0.5291860024820549,0.7526637408738621,0.027118823,0.8672504,5.1948323598074306e-05,0.01585547054218614,Ileum,Goblet cells,Sc,Goblet cells,NSc,0.6787256,0.4532299741602101,0.7342544,0.43495988425622584,8960.0,0.18426356270308067,LAMC2,Goblet cell,0.613034200918578,6.011314041261865e-09,ECM and remodeling,Epithelial,Epithelial
16229,Paneth cell_Sc,Fibroblast_NSc,THBS1,LRP1,0.8026679,0.0,0.29152963,1.4427314176588073,1.0932930967993835,0.054357648,0.8332413,3.5720088119718455e-05,0.0159492486573518,Ileum,Paneth cells,Sc,Fibroblasts,NSc,0.20874356,0.23314606741573074,1.3965923,0.7247706422018281,8988.0,0.18484966890141077,THBS1,Paneth cell,0.5554843425887647,0.0497141199340025,ECM and remodeling,Mesenchymal & Stromal,Epithelial
16231,Paneth cell_Sc,Goblet cell_NSc,AREG,ERBB3,0.7030286,0.0,0.47927192,0.26572183824264883,0.36370381456154277,0.029719379,0.8649864,0.00035238837428115926,0.016178112233821033,Ileum,Paneth cells,Sc,Goblet cells,NSc,0.5806467,0.43258426966292224,0.82541054,0.47639089832961923,9054.0,0.18619668490108174,AREG,Paneth cell,0.3693577247098017,0.0068998392139185,Growth / angiogenesis / development,Epithelial,Epithelial
16232,Goblet cell_Sc,Endothelial cell_NSc,APOB,LRP6,0.7030117,0.0,0.42063192,0.5961126652392121,0.7924306776946828,0.023369383,0.8571825,8.725166020214077e-05,0.01618351508782289,Ileum,Goblet cells,Sc,Endothelial cells,NSc,0.974293,0.47751937984496484,0.43173042,0.28266666666666695,9057.0,0.1862686628552626,APOB,Goblet cell,2.927064206605961,4.910486217562161e-19,ECM and remodeling,Endothelial,Epithelial
16233,Goblet cell_Sc,Crypt stem cell_NSc,LAMC2,CD44,0.7024953,0.0,0.4929346,0.3605207783442693,0.2866636904628926,0.021753496,0.8666193,0.0001562435421797208,0.01623489825173318,Ileum,Goblet cells,Sc,Crypt stem cells,NSc,0.6787256,0.4532299741602101,0.72626495,0.4949272165858257,9073.0,0.18658742236663514,LAMC2,Goblet cell,0.613034200918578,6.011314041261865e-09,ECM and remodeling,Epithelial,Epithelial
16235,Crypt stem cell_Sc,Fibroblast_NSc,LAMC2,CD44,0.7012104,0.0,0.42002776,0.29581226376381353,0.29208086787419973,0.019945629,0.8570945,0.00027211329899129693,0.016370489156225212,Ileum,Crypt stem cells,Sc,Fibroblasts,NSc,0.43350112,0.3470588235294108,0.96891963,0.5247706422018341,9117.0,0.18750257064122075,LAMC2,Crypt stem cell,0.6880612977980856,0.0015379091877293,ECM and remodeling,Mesenchymal & Stromal,Epithelial
